user_id,first_name,last_name,gender,email,signup_date,country,device,source,activated,activation_date,pro_feature_tried,trial_started,trial_start_date,converted,converted_date,trigger_ft,plan_type,plan_upgrade_history,final_plan,monthly_revenue,total_upgrades,upgraded_from_free,upgraded_from_pro,upgraded_from_teams,upgrade_path,direct_free_to_teams,direct_free_to_ep,direct_pro_to_ep
d80211d7-a340-4fa8-ad34-6bc1dff9e805,Andrew,Watkins,Male,andrew.watkins@hotmail.com,2025-01-05,US,Mobile,Facebook Ads,True,2025-01-05,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
29ff9c89-5a4f-4c63-b368-ec1c645ef176,Victoria,Hall,Female,victoria.hall@gmail.com,2024-12-30,Brazil,Desktop,Instagram Ads,True,2025-01-01,True,True,2025-01-04,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
98bda00a-bc0c-48b2-a9f9-ac15fb332b44,Jackson,Jones,Male,jackson.jones@yahoo.com,2025-01-19,UK,Desktop,Youtube Ads,True,2025-01-22,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
e38d93df-950b-437c-b847-0ca4997fa5ee,Daniel,Alexander,Male,daniel.alexander@gmail.com,2025-03-13,US,Desktop,Instagram Ads,False,,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
5da189c2-1439-48a0-81ae-015dcdaf04d9,Latasha,Dudley,Female,latasha.dudley@gmail.com,2025-01-27,UK,Desktop,Google Ads,True,2025-01-27,True,True,2025-01-28,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
e053071c-576b-4db0-9f65-d81980beb7e0,Shawn,Silva,Male,shawn.silva@yahoo.com,2024-12-20,India,Mobile,Google Ads,True,2024-12-24,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
b217c602-00e4-433e-b3ce-8f9b70cda8a9,Amy,Weaver,Female,amy.weaver@gmail.com,2024-07-03,UK,Desktop,Youtube Ads,True,2024-07-07,True,True,2024-07-09,True,2024-07-13,Brand Kit,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-07-13'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-07-23'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
b4edfd1d-ec18-468e-a1b1-84f04eb307bb,Aaron,Williams,Male,aaron.williams@gmail.com,2024-07-01,India,Tablet,Organic,True,2024-07-06,False,False,,True,2024-07-29,Magic Resize,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-07-29'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
cdca0aff-0c72-4ada-a623-4f290fb8a5c7,Tiffany,Rojas,Female,tiffany.rojas@gmail.com,2024-09-01,UK,Mobile,Instagram Ads,False,,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
0a4ef6bf-9b36-4b96-819a-b00cf0a0e830,Marc,Smith,Male,marc.smith@yahoo.com,2024-11-09,Germany,Desktop,Google Ads,True,2024-11-09,True,False,,True,2024-11-30,Content Scheduler,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-11-30'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
e759e027-1ee1-46a3-b2ae-333c5a869a0b,George,Ball,Male,george.ball@hotmail.com,2024-08-16,UK,Tablet,Youtube Ads,True,2024-08-21,True,False,,True,2024-09-01,Magic Resize,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-09-01'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
d3851b85-3261-42f7-ab4f-9d79b66a8171,Kylie,Mcbride,Female,kylie.mcbride@gmail.com,2024-06-11,US,Mobile,Youtube Ads,True,2024-06-14,True,True,2024-06-17,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
216b4e1b-8161-4ec7-8a72-af2a7766d47b,Timothy,Ward,Male,timothy.ward@hotmail.com,2025-04-06,India,Desktop,Youtube Ads,True,2025-04-10,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
7a2dfda9-bb5e-43da-b5de-b1e2edc79303,Denise,Nelson,Female,denise.nelson@hotmail.com,2024-11-30,US,Tablet,Youtube Ads,True,2024-12-01,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
96631624-ed91-44be-8387-7c62c7e64ffd,Jonathan,Waters,Male,jonathan.waters@hotmail.com,2025-03-22,Brazil,Mobile,Instagram Ads,True,2025-03-23,False,False,,True,2025-04-14,Background Remover,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-04-14'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
2081699a-cb29-4f0a-97e3-30b3279c7e47,Robert,York,Male,robert.york@yahoo.com,2024-09-12,Germany,Desktop,Organic,True,2024-09-12,True,True,2024-09-16,True,2024-10-03,Premium Templates,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-10-03'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-10-29'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
37794678-d7e3-48af-bb20-e5a75bf089f2,Allison,Carr,Female,allison.carr@yahoo.com,2025-03-26,UK,Mobile,Referral,False,,False,False,,True,2025-04-22,Background Remover,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-04-22'}, {'from': 'Pro', 'to': 'Teams', 'date': '2025-05-13'}, {'from': 'Teams', 'to': 'Enterprise', 'date': '2025-05-25'}]",Enterprise,149.99,3,True,True,True,Free→Pro → Pro→Teams → Teams→Enterprise,False,False,False
956d2f4c-0e4b-4b35-9f28-b4dab04f541e,Jennifer,Sullivan,Female,jennifer.sullivan@gmail.com,2025-01-26,India,Desktop,Organic,True,2025-01-30,True,True,2025-02-04,True,2025-02-14,Premium Templates,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-02-14'}, {'from': 'Pro', 'to': 'Teams', 'date': '2025-03-12'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
1bcbd72a-dae9-460e-a0e0-8c31752010b1,Sandra,Lara,Female,sandra.lara@gmail.com,2025-05-11,Germany,Mobile,Instagram Ads,True,2025-05-11,True,True,2025-05-13,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
e02149d1-bcfe-4ed3-8496-09868925c3b4,Thomas,Savage,Male,thomas.savage@gmail.com,2024-08-20,UK,Tablet,Organic,True,2024-08-23,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
0fbcfbdf-7932-4d13-9178-7563e3ba7010,Susan,Mahoney,Female,susan.mahoney@hotmail.com,2025-01-16,Brazil,Tablet,Facebook Ads,False,,False,False,,True,2025-02-13,Content Scheduler,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-02-13'}, {'from': 'Pro', 'to': 'Teams', 'date': '2025-03-13'}, {'from': 'Teams', 'to': 'Enterprise', 'date': '2025-04-07'}]",Enterprise,149.99,3,True,True,True,Free→Pro → Pro→Teams → Teams→Enterprise,False,False,False
82b32b4e-8dbd-417e-a21a-4abfee13fc8f,Jeffrey,Williams,Male,jeffrey.williams@hotmail.com,2025-01-20,Germany,Mobile,Facebook Ads,True,2025-01-25,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
656cf4a5-7179-4039-b0ca-000c9bb4d827,Kelly,Martinez,Male,kelly.martinez@hotmail.com,2025-01-01,Brazil,Mobile,Referral,True,2025-01-01,True,False,,True,2025-01-13,Brand Kit,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-01-13'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
b7f948ce-d21b-4f49-9d97-fef2f91c3618,Harry,Burton,Male,harry.burton@yahoo.com,2025-03-23,UK,Mobile,Facebook Ads,True,2025-03-26,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
47935d1a-8447-47c1-bfe5-8d0479843f24,Dennis,Shaw,Male,dennis.shaw@yahoo.com,2025-03-24,US,Mobile,Facebook Ads,True,2025-03-26,False,False,,True,2025-04-20,Brand Kit,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-04-20'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
d088a9fc-972a-40a2-84e6-e775ea7f2db4,Dana,Ward,Female,dana.ward@hotmail.com,2024-12-08,Germany,Desktop,Instagram Ads,True,2024-12-09,False,False,,True,2024-12-25,Magic Resize,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-12-25'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
2a3f3e88-e0c8-4fa7-9d02-242265cb3c92,Amber,Hall,Female,amber.hall@yahoo.com,2025-03-06,Brazil,Desktop,Referral,True,2025-03-10,True,False,,True,2025-03-28,Magic Resize,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-03-28'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
d2d4d1b3-749b-427b-9c5f-6f3b51554ab7,Kenneth,Mason,Male,kenneth.mason@hotmail.com,2025-04-30,India,Mobile,Referral,True,2025-05-01,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
1afdc402-19b0-43cf-81ac-76af8175e7a4,Dave,Winters,Male,dave.winters@yahoo.com,2024-09-14,US,Tablet,Youtube Ads,True,2024-09-16,False,False,,True,2024-10-01,Video Editor,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-10-01'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-10-18'}, {'from': 'Teams', 'to': 'Enterprise', 'date': '2024-11-09'}]",Enterprise,149.99,3,True,True,True,Free→Pro → Pro→Teams → Teams→Enterprise,False,False,False
98d05fa4-3cce-4b3a-b890-edfa9afc8ca2,John,Smith,Male,john.smith@gmail.com,2024-09-07,Brazil,Desktop,Referral,True,2024-09-12,True,True,2024-09-15,True,2024-10-05,Magic Resize,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-10-05'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
ad24a781-11b5-4aa8-a874-467f695e87c6,Nicholas,Rodriguez,Male,nicholas.rodriguez@hotmail.com,2025-01-30,US,Mobile,Referral,True,2025-02-01,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
7c2618cf-a84b-4159-a095-e8c7640e8c32,Kristina,Beck,Female,kristina.beck@hotmail.com,2025-01-22,India,Mobile,Youtube Ads,True,2025-01-25,True,True,2025-01-29,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
c167cc7d-2afb-4936-ab15-97eea81926d4,Ian,Hayes,Male,ian.hayes@yahoo.com,2024-07-19,Brazil,Mobile,Instagram Ads,True,2024-07-20,False,False,,True,2024-08-08,Video Editor,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-08-08'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-08-28'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
45f6797d-2e6c-4664-a9e5-8dce0f505e02,Cynthia,Hall,Female,cynthia.hall@hotmail.com,2025-05-02,US,Tablet,Youtube Ads,True,2025-05-04,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
6328c017-5796-4ef0-88b4-ef9ed419e030,Mark,Gomez,Male,mark.gomez@hotmail.com,2024-07-02,UK,Desktop,Google Ads,True,2024-07-05,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
fcc2e158-082e-4de4-9648-0662d2050c64,Matthew,Mosley,Male,matthew.mosley@gmail.com,2024-11-26,Brazil,Desktop,Referral,True,2024-12-01,False,False,,True,2024-12-06,Content Scheduler,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-12-06'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-12-27'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
d85b9700-1907-4a0f-91ce-48f10234b773,Barbara,Daniels,Female,barbara.daniels@hotmail.com,2024-11-23,UK,Mobile,Google Ads,True,2024-11-25,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
aac647f2-471b-4ade-a9cf-66671f836eff,Douglas,Rich,Male,douglas.rich@yahoo.com,2025-02-11,US,Desktop,Organic,True,2025-02-12,True,True,2025-02-18,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
68af5c82-b19e-4429-8b49-11e67ccecb9c,Mary,Jennings,Female,mary.jennings@yahoo.com,2024-09-17,UK,Tablet,Instagram Ads,True,2024-09-22,True,True,2024-09-29,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
d823d592-d171-4783-adcc-3783280c5335,Tina,Larsen,Female,tina.larsen@gmail.com,2024-11-10,UK,Mobile,Youtube Ads,True,2024-11-15,False,False,,True,2024-12-09,Magic Resize,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-12-09'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-12-21'}, {'from': 'Teams', 'to': 'Enterprise', 'date': '2025-01-08'}]",Enterprise,149.99,3,True,True,True,Free→Pro → Pro→Teams → Teams→Enterprise,False,False,False
6c9837e9-3349-45e0-9489-6031d61d84b7,Ashley,Salazar,Female,ashley.salazar@yahoo.com,2024-08-10,Germany,Tablet,Organic,True,2024-08-10,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
aafdf0ed-9cc6-412a-b9cf-1aced825632a,Shannon,Carter,Female,shannon.carter@yahoo.com,2025-01-03,India,Mobile,Organic,True,2025-01-05,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
bbb270e2-0779-43a4-b18e-e99fb51e9bf8,Neil,Cunningham,Male,neil.cunningham@gmail.com,2024-11-17,UK,Mobile,Google Ads,True,2024-11-17,False,False,,True,2024-12-16,Content Scheduler,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-12-16'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
ee6ee201-6633-4627-a6cb-f2ec4d4b850d,Andrea,Wallace,Female,andrea.wallace@gmail.com,2025-01-09,Brazil,Desktop,Referral,True,2025-01-14,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
6f29b1d2-b718-4505-8ee9-4369f5b1898c,Sean,Lamb,Male,sean.lamb@hotmail.com,2025-04-23,Germany,Tablet,Google Ads,True,2025-04-25,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
fb3c0788-8f24-4da9-8da1-d0a30be39c3a,Nicole,Pope,Female,nicole.pope@gmail.com,2024-12-03,UK,Mobile,Youtube Ads,True,2024-12-07,True,True,2024-12-11,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
8305016e-bcdd-4a10-9be6-334368692477,Michael,Fritz,Male,michael.fritz@gmail.com,2025-04-03,US,Tablet,Organic,True,2025-04-04,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
7bfe67da-c18d-4b9e-8762-6f6a770a6315,Angela,Graham,Female,angela.graham@yahoo.com,2024-08-12,India,Mobile,Google Ads,True,2024-08-14,False,False,,True,2024-08-25,Premium Templates,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-08-25'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-09-21'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
96865f2d-45a8-4571-8ff5-a711f4f9688b,Jennifer,Perez,Female,jennifer.perez@gmail.com,2024-12-23,Germany,Tablet,Google Ads,True,2024-12-27,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
31db5a9e-655b-4c63-9c73-79452cfb9cfb,Charles,Mcmillan,Male,charles.mcmillan@yahoo.com,2024-09-14,Brazil,Mobile,Instagram Ads,True,2024-09-14,False,False,,True,2024-10-03,Background Remover,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-10-03'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-10-30'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
f4e4d064-bc06-4bfe-803c-706a54684352,Frederick,Holloway,Male,frederick.holloway@yahoo.com,2024-09-10,Germany,Mobile,Instagram Ads,True,2024-09-12,False,False,,True,2024-09-20,Video Editor,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-09-20'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
6346f11b-ddc7-41d7-abc1-824049565cf8,Antonio,Baker,Male,antonio.baker@hotmail.com,2025-05-22,Germany,Mobile,Google Ads,True,2025-05-25,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
556a6acc-22aa-4b71-ae68-bde934940c53,Daniel,Fowler,Male,daniel.fowler@yahoo.com,2024-08-30,US,Desktop,Referral,True,2024-09-04,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
30e2ec59-f4c2-4785-afdd-990e1c3abe39,Ronald,Blackwell,Male,ronald.blackwell@gmail.com,2025-03-13,US,Desktop,Facebook Ads,True,2025-03-13,True,True,2025-03-14,True,2025-04-12,Premium Templates,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-04-12'}, {'from': 'Pro', 'to': 'Teams', 'date': '2025-04-25'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
82611e27-164e-4372-814e-44d940f31b92,Chelsey,Castro,Female,chelsey.castro@hotmail.com,2025-04-15,US,Tablet,Youtube Ads,True,2025-04-15,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
6254d5c5-9a01-4c80-8384-8dfbbaea8f7e,William,Murray,Male,william.murray@yahoo.com,2024-06-18,UK,Tablet,Instagram Ads,True,2024-06-18,True,True,2024-06-24,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
63bae70b-c825-4959-8339-3b06204547d9,Jason,Long,Male,jason.long@yahoo.com,2024-10-10,Germany,Mobile,Google Ads,False,,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
9e49c906-9c13-42d6-81e5-53471bcd0008,Joyce,Clark,Female,joyce.clark@yahoo.com,2024-07-23,Brazil,Tablet,Facebook Ads,True,2024-07-25,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
a1a3113a-4bdf-4ee3-8e40-5069223033b9,Katrina,Avery,Female,katrina.avery@gmail.com,2024-07-24,India,Mobile,Facebook Ads,True,2024-07-26,True,True,2024-07-28,True,2024-08-15,Content Scheduler,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-08-15'}]",Pro,29.99,1,True,False,False,Free→Pro,False,False,False
dbca2683-d09a-485b-8635-480d5058f9cf,Jessica,Patrick,Female,jessica.patrick@hotmail.com,2024-11-13,India,Mobile,Organic,True,2024-11-18,False,False,,True,2024-11-23,Content Scheduler,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-11-23'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-12-22'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
672a0457-a0aa-414b-baf2-a42778147c88,Linda,Rivas,Female,linda.rivas@hotmail.com,2025-05-03,UK,Desktop,Referral,True,2025-05-07,True,True,2025-05-11,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
9d1c7490-9595-4024-ad50-c1a19fe03765,Robert,Taylor,Male,robert.taylor@gmail.com,2025-03-28,US,Mobile,Referral,True,2025-04-02,True,True,2025-04-06,True,2025-04-20,Premium Templates,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-04-20'}, {'from': 'Pro', 'to': 'Teams', 'date': '2025-05-04'}, {'from': 'Teams', 'to': 'Enterprise', 'date': '2025-05-20'}]",Enterprise,149.99,3,True,True,True,Free→Pro → Pro→Teams → Teams→Enterprise,False,False,False
02982fa5-f322-4f27-bf54-fcda7cb175ae,Corey,Hayes,Male,corey.hayes@hotmail.com,2024-07-19,India,Desktop,Referral,True,2024-07-21,True,False,,True,2024-08-15,Magic Resize,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2024-08-15'}, {'from': 'Pro', 'to': 'Teams', 'date': '2024-09-10'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
91da515f-9a25-474a-8fca-abbf9ce5dd12,Michelle,Jones,Female,michelle.jones@yahoo.com,2024-12-17,India,Tablet,Facebook Ads,True,2024-12-18,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
8e04c12c-5e7c-4150-9adc-b22736044375,Christina,Clayton,Female,christina.clayton@yahoo.com,2024-06-29,UK,Tablet,Referral,False,,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
75b5ddd8-9478-460c-b820-374d8bc5ca61,Loretta,Chang,Female,loretta.chang@yahoo.com,2025-04-16,Germany,Mobile,Facebook Ads,False,,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
672a7258-53d2-45fd-a054-8d762fd40b65,Robert,Carpenter,Male,robert.carpenter@yahoo.com,2024-09-16,India,Mobile,Instagram Ads,False,,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
c43215c9-8f8f-4cd4-b663-8f7df04192a7,John,Bell,Male,john.bell@gmail.com,2024-12-05,Germany,Tablet,Google Ads,True,2024-12-05,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
f498276a-748b-4f17-a1fd-f386ed807339,Jeremy,Petty,Male,jeremy.petty@hotmail.com,2024-08-25,US,Mobile,Facebook Ads,True,2024-08-30,True,True,2024-09-05,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
465307af-58b3-4ec6-9926-ce61f60f5d67,Joseph,Smith,Male,joseph.smith@yahoo.com,2025-02-06,US,Tablet,Organic,True,2025-02-08,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
0e6829b8-3695-4661-8bfe-1df9200a75f5,Andrew,Garrett,Male,andrew.garrett@yahoo.com,2025-03-13,UK,Mobile,Youtube Ads,False,,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
2b32688a-53e5-4200-b8d5-d9f83b4a55c5,Marcus,Gonzalez,Male,marcus.gonzalez@gmail.com,2025-02-07,US,Desktop,Youtube Ads,True,2025-02-07,True,True,2025-02-09,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
1d61f4d7-64c3-4597-ba51-090d514a5b4b,Daniel,Mullins,Male,daniel.mullins@hotmail.com,2025-04-28,UK,Mobile,Google Ads,True,2025-05-03,True,False,,True,2025-05-22,Magic Resize,Free,"[{'from': 'Free', 'to': 'Pro', 'date': '2025-05-22'}, {'from': 'Pro', 'to': 'Teams', 'date': '2025-06-19'}]",Teams,59.99,2,True,True,False,Free→Pro → Pro→Teams,False,False,False
a17bc965-f90a-4606-b9aa-ac4f88eb377a,Patrick,Hancock,Male,patrick.hancock@hotmail.com,2025-02-27,Brazil,Desktop,Facebook Ads,True,2025-03-03,False,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
1c6a9188-678d-45cd-ac57-dc72f6c196ef,Shelby,Wright,Female,shelby.wright@hotmail.com,2025-03-23,US,Desktop,Youtube Ads,True,2025-03-24,True,False,,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
637ba402-48eb-47b8-b415-ba5cc78f4d95,Sheila,Johnson,Female,sheila.johnson@gmail.com,2024-12-19,US,Mobile,Organic,True,2024-12-24,True,True,2024-12-25,False,,,Free,[],Free,0.0,0,False,False,False,,False,False,False
